20220812,"2022-08-12",2022,8,"Aug",12,"Fri",5,32,true,false,false
20220813,"2022-08-13",2022,8,"Aug",13,"Sat",6,32,true,false,false
20220814,"2022-08-14",2022,8,"Aug",14,"Sun",0,32,true,false,false
20220815,"2022-08-15",2022,8,"Aug",15,"Mon",1,33,false,true,false
20220816,"2022-08-16",2022,8,"Aug",16,"Tue",2,33,true,false,false
20220817,"2022-08-17",2022,8,"Aug",17,"Wed",3,33,true,false,false
20220818,"2022-08-18",2022,8,"Aug",18,"Thu",4,33,true,false,false
20220819,"2022-08-19",2022,8,"Aug",19,"Fri",5,33,true,false,false
20220820,"2022-08-20",2022,8,"Aug",20,"Sat",6,33,true,false,false
20220821,"2022-08-21",2022,8,"Aug",21,"Sun",0,33,true,false,false
20220822,"2022-08-22",2022,8,"Aug",22,"Mon",1,34,false,true,false
20220823,"2022-08-23",2022,8,"Aug",23,"Tue",2,34,true,false,false
20220824,"2022-08-24",2022,8,"Aug",24,"Wed",3,34,true,false,false
20220825,"2022-08-25",2022,8,"Aug",25,"Thu",4,34,true,false,false
20220826,"2022-08-26",2022,8,"Aug",26,"Fri",5,34,true,false,false
20220827,"2022-08-27",2022,8,"Aug",27,"Sat",6,34,true,false,false
20220828,"2022-08-28",2022,8,"Aug",28,"Sun",0,34,true,false,false
20220829,"2022-08-29",2022,8,"Aug",29,"Mon",1,35,false,true,false
20220830,"2022-08-30",2022,8,"Aug",30,"Tue",2,35,true,false,false
20220831,"2022-08-31",2022,8,"Aug",31,"Wed",3,35,true,false,false
20220901,"2022-09-01",2022,9,"Sep",1,"Thu",4,35,true,false,false
20220902,"2022-09-02",2022,9,"Sep",2,"Fri",5,35,true,false,false
20220903,"2022-09-03",2022,9,"Sep",3,"Sat",6,35,true,false,false
20220904,"2022-09-04",2022,9,"Sep",4,"Sun",0,35,true,false,false
20220905,"2022-09-05",2022,9,"Sep",5,"Mon",1,36,false,true,false
20220906,"2022-09-06",2022,9,"Sep",6,"Tue",2,36,true,false,false
20220907,"2022-09-07",2022,9,"Sep",7,"Wed",3,36,true,false,false
20220908,"2022-09-08",2022,9,"Sep",8,"Thu",4,36,true,false,false
20220909,"2022-09-09",2022,9,"Sep",9,"Fri",5,36,true,false,false
20220910,"2022-09-10",2022,9,"Sep",10,"Sat",6,36,true,false,false
20220911,"2022-09-11",2022,9,"Sep",11,"Sun",0,36,true,false,false
20220912,"2022-09-12",2022,9,"Sep",12,"Mon",1,37,false,true,false
20220913,"2022-09-13",2022,9,"Sep",13,"Tue",2,37,true,false,false
20220914,"2022-09-14",2022,9,"Sep",14,"Wed",3,37,true,false,false
20220915,"2022-09-15",2022,9,"Sep",15,"Thu",4,37,true,false,false
20220916,"2022-09-16",2022,9,"Sep",16,"Fri",5,37,true,false,false
20220917,"2022-09-17",2022,9,"Sep",17,"Sat",6,37,true,false,false
